,null_deg,sixty_deg,ninety_deg,straight_angle,twofourty_deg,labels
24,0.5072134245541339,0.9773760708796828,0.8765667966684578,0.42586817913509,0.9063754956875285,M
25,0.7018089154718474,0.7678840296676002,0.6015253110705531,0.9070899933646724,0.868909265716276,M
26,0.3989602072453174,0.12072844445052364,0.43710972835201883,0.09839511886427856,0.08467883096552009,R
27,0.3489952059477724,0.2973871608758924,0.38605104921206757,0.44707080092835144,0.4513381611567794,R
28,0.1704088060983504,0.09184732336235345,0.08056066042194854,0.24610854545223934,0.028586379911328275,R
29,0.9832159958695428,0.4244308262903984,0.7339636081177192,0.7882568031540907,0.7187867439260766,M
30,0.17040227422982032,0.37738042289393126,0.2939600030752784,0.08438126616329367,0.14574758568162807,R
31,0.4550860956808943,0.38821247144289067,0.4712321955140225,0.17018813132868976,0.12366038480415747,R
32,0.7777231207720431,0.4907754439591935,0.7807017354978631,0.5994976526555664,0.7160106885421919,M
33,0.5328766101062158,0.5036912168054111,0.09442147528050425,0.1962178123129958,0.1754275787107136,R
34,0.6381279982018695,0.5849768826930972,0.8801894540787589,0.5340248652337669,0.47720790331378293,M
35,0.7347852136975352,0.9422284586764367,0.5901241537629086,0.7590330270880757,0.8611857852338154,M
36,0.18931585938737608,0.3098324054450592,0.37754939890339106,0.18801525017526763,0.5040965917496426,R
37,0.8060100425937455,0.8063316281748976,0.6218627210740979,0.6586736020503866,0.6597666920551799,M
38,0.4974312857616405,0.5306700294669957,0.00027510757247493786,0.5095048537082145,0.5187411187338615,R
39,0.06064423879114474,0.19342709307842854,0.4854350097239828,0.5450599510129708,0.4526052895074023,R
40,0.6636369855744981,0.47168532977402916,0.6708492251235868,0.4996001304585543,0.6831989207374999,M
41,0.6783703708739548,0.5304414953555939,0.4321894744003201,0.8394779451913073,0.9010389949713458,M
42,0.7124862102894398,0.9951391381286336,0.8419695170001225,0.5303603449038813,0.7825054288621074,M
43,0.8084036116960416,0.7669564798889885,0.6997325454807677,0.43118774371264623,0.4466198527504422,M
44,0.8137267873257121,0.9167149294857877,0.4385443462298183,0.8708152493056283,0.48149413353823756,M
45,0.2754906178213306,0.17308434093670072,0.16104867917488916,0.5225517534498285,0.018182467161336997,R
46,0.41366617111022613,0.38107936472666976,0.0035177749036107014,0.3604839320739997,0.3647154735706948,R
47,0.6319128345354308,0.9813277923457531,0.5202936070192643,0.7353546048570685,0.6903893022763468,M
48,0.6822392515668176,0.7419108121467999,0.4561904690322405,0.9480687825406697,0.6201907768626711,M
49,0.4907327704220215,0.08994134637579146,0.14435082513448003,0.24322034608806442,0.18967329064410043,R
50,0.27223417523154003,0.3055875015568858,0.3995639135793881,0.46173969208265286,0.21249057193323734,R
51,0.44742571801994735,0.6227384409812766,0.6367482561648382,0.7094972849186025,0.7472615858518823,M
52,0.4191227337792287,0.07898825000968322,0.1878781233962683,0.5022251467187389,0.03373002972493429,R
53,0.5827022382930706,0.6697405865623052,0.4916086338432839,0.48147146813928665,0.5416872816675803,M
54,0.5142318700781779,0.6344009509753196,0.6123877618815419,0.5978734004049814,0.8614674480645317,M
55,0.8741847547346218,0.4923891923957453,0.5950385416039148,0.658844051271245,0.46488284832367294,M
56,0.6507537410106585,0.42214858794945076,0.9283604364772844,0.7880160585232193,0.6927955873383618,M

